,Date,Open,High,Low,Close,Volume,Company
403,14-Mar-18,182.6,184.25,181.85,184.19,16821728,facebook
404,15-Mar-18,183.24,184,182.19,183.86,15645035,facebook
405,10-Jan-18,109.47,110.7,109.39,110.25,15834468,jp morgan
406,11-Jan-18,110.67,110.93,110.05,110.84,13676788,jp morgan
407,12-Jan-18,111.65,112.85,110.84,112.67,18884229,jp morgan
408,16-Jan-18,111.51,113.43,111.07,112.27,22703336,jp morgan
409,17-Jan-18,111.89,113.3,111.31,112.99,14940266,jp morgan
410,18-Jan-18,112.76,113.72,112.27,113.26,14572911,jp morgan
411,19-Jan-18,113.94,114.34,112.8,113.01,18785468,jp morgan
412,22-Jan-18,112.66,114.39,112.5,114.33,12475654,jp morgan
413,23-Jan-18,113.67,114.64,113.35,114.21,12320751,jp morgan
414,24-Jan-18,114.86,116,114.66,115.67,15904504,jp morgan
415,25-Jan-18,116.04,116.17,115.08,115.7,13509957,jp morgan
416,26-Jan-18,115.7,116.32,114.96,116.32,13883875,jp morgan
417,29-Jan-18,116.02,117.35,116.02,116.2,11679919,jp morgan
418,30-Jan-18,115.53,116.6,114.98,115.11,14279124,jp morgan
419,31-Jan-18,115.65,116.66,115.16,115.67,13141423,jp morgan
420,1-Feb-18,115.77,116.98,115.48,116.87,13800613,jp morgan
421,2-Feb-18,116.49,116.92,114.09,114.28,16477307,jp morgan
422,5-Feb-18,113,114.59,103.98,108.8,30097591,jp morgan
423,6-Feb-18,106.85,112.48,106.61,112.11,33114833,jp morgan
424,7-Feb-18,111.55,114.45,111.15,112.87,21878324,jp morgan
425,8-Feb-18,113.11,113.11,107.84,107.88,27425837,jp morgan
426,9-Feb-18,109.1,111.05,106.23,110.04,28188027,jp morgan
427,12-Feb-18,111.17,112.72,110.07,111.74,18043325,jp morgan
428,13-Feb-18,111.32,113.05,110.8,112.43,16358181,jp morgan
429,14-Feb-18,112.63,115.27,112.53,115.03,15186858,jp morgan
430,15-Feb-18,115.74,115.98,114.22,115.51,12130197,jp morgan
431,16-Feb-18,114.55,116.07,114.5,114.68,13214253,jp morgan
432,20-Feb-18,114.65,115.39,113.97,114.71,13461495,jp morgan
433,21-Feb-18,115,117.45,114.67,115.19,14212461,jp morgan
434,22-Feb-18,115.5,116.42,114.76,114.98,17070356,jp morgan
435,23-Feb-18,115.31,117.39,115.31,117.31,12162523,jp morgan
436,26-Feb-18,118.14,118.9,117.32,118.77,16511229,jp morgan
437,27-Feb-18,118.91,119.33,117.35,117.36,17563345,jp morgan
438,28-Feb-18,117.82,118.49,115.34,115.5,17735637,jp morgan
439,1-Mar-18,115.48,116.64,112.65,113.43,18690017,jp morgan
440,2-Mar-18,112.39,113.56,111.12,113.32,18353697,jp morgan
441,5-Mar-18,112.05,115.92,111.89,115.06,13933039,jp morgan
442,6-Mar-18,115.64,115.82,114.32,115.16,10674360,jp morgan
443,7-Mar-18,113.75,115.1,113.11,114.73,13006514,jp morgan
444,8-Mar-18,115.11,115.23,113.21,114.74,11173721,jp morgan
445,9-Mar-18,116.55,118.08,115.67,118.04,15366583,jp morgan
446,12-Mar-18,118,118.75,117.25,117.66,12090375,jp morgan
447,13-Mar-18,118.2,118.47,115.83,116.25,13312340,jp morgan
448,14-Mar-18,116.56,116.59,114.6,114.95,12905124,jp morgan
449,15-Mar-18,115.87,116,114.83,115.24,8747977,jp morgan
